Tissue,Symbol,Mode,pvalcis,pvaltrans,pvalcombined,fdrcis,fdrtrans,fdrcombined,chr,pos,endpos,r2cis,r2trans,r2combined,z_cis,z_trans,z_combined,fs_cis,fs_trans,fs_combined,cis_features,trans_features,cis_weight,trans_weight,Description,Type,DirectORIndirect,Score,Average Disease Causing Likelihood
SKLM,SATB1,trans,NaN,0.002433725285275408,0.002433725285275408,NaN,0.01364142950532274,0.01364142950532274,3,18345377,18445588,NaN,0.002854014165181636,0.002854014165181636,NaN,3.031462028971042,3.031462028971042,0,3,0,String[],"[""rs330123"", ""rs1328884"", ""rs3005154""]",NaN,NaN,SATB Homeobox 1,Protein,Indirect,2.01,67.3
SKLM,OSBP,trans,NaN,2.44880067442108e-5,2.44880067442108e-5,NaN,0.00024205595740787428,0.00024205595740787428,11,59574398,59615774,NaN,0.0013783615124848927,0.0013783615124848927,NaN,-4.219467455449039,-4.219467455449039,0,35,0,String[],"[""rs7671175"", ""rs12485657"", ""rs34227865"", ""rs1913300"", ""rs7669703"", ""rs13238778"", ""rs837401"", ""rs412425"", ""rs398608"", ""rs632401"", ""rs34948968"", ""rs74352838"", ""rs7679608"", ""rs9401636"", ""rs1636969"", ""rs6797815"", ""rs62320982"", ""rs12630681"", ""rs149020323"", ""rs6829225"", ""rs56000420"", ""rs367688"", ""rs170323"", ""rs9568257"", ""rs60571765"", ""rs6826947"", ""rs74073099"", ""rs6847598"", ""rs10174611"", ""rs4705746"", ""rs66535236"", ""rs9866242"", ""rs9596151"", ""rs56250426"", ""rs2288618""]",NaN,NaN,Oxysterol Binding Protein,Protein,Indirect,2.61,81.9
SKLM,FLAD1,trans,NaN,0.00040472570003264615,0.00040472570003264615,NaN,0.0029407509314140065,0.0029407509314140065,1,154983338,154993111,NaN,0.005663668763391895,0.005663668763391895,NaN,3.536983010527062,3.536983010527062,0,33,0,String[],"[""rs935862"", ""rs13199435"", ""rs140405380"", ""rs7670590"", ""rs12511241"", ""rs10857119"", ""rs6813693"", ""rs12647002"", ""rs62301475"", ""rs1334898"", ""rs12479056"", ""rs79325447"", ""rs6857450"", ""rs6924016"", ""rs11237353"", ""rs6726160"", ""rs11125859"", ""rs4632591"", ""rs4381994"", ""rs12575197"", ""rs4671401"", ""rs62301474"", ""rs778760"", ""rs7675588"", ""rs62301478"", ""rs2694623"", ""rs4546189"", ""rs6534578"", ""rs1206"", ""rs78033482"", ""rs11098901"", ""rs1519681"", ""rs4444769""]",NaN,NaN,Flavin Adenine Dinucleotide Synthetase 1,Protein,Direct,3.37,64.2
SKLM,MAFB,trans,NaN,8.474200187699933e-9,8.474200187699933e-9,NaN,1.6140625737624962e-7,1.6140625737624962e-7,20,40685848,40689236,NaN,0.001189736681004909,0.001189736681004909,NaN,5.758744207634124,5.758744207634124,0,25,0,String[],"[""rs807253"", ""rs12121793"", ""rs11247744"", ""rs2002941"", ""rs159521"", ""rs10794513"", ""rs7843479"", ""rs2142623"", ""rs807247"", ""rs28372085"", ""rs10902685"", ""rs2115804"", ""rs760598"", ""rs2294228"", ""rs10101881"", ""rs2982348"", ""rs2012311"", ""rs298453"", ""rs13269198"", ""rs6696298"", ""rs3820515"", ""rs3816788"", ""rs2306643"", ""rs2291317"", ""rs1809499""]",NaN,NaN,MAF BZIP Transcription Factor B,Protein,Direct,3.95,77.6
SKLM,SLC25A20,trans,NaN,2.041164457234805e-30,2.041164457234805e-30,NaN,2.439659683381196e-28,2.439659683381196e-28,3,48856926,48898904,NaN,0.0016607516961907052,0.0016607516961907052,NaN,-11.462260630743142,-11.462260630743142,0,30,0,String[],"[""rs5013338"", ""rs6546505"", ""rs1149706"", ""rs1148286"", ""rs10762657"", ""rs10824280"", ""rs1919462"", ""rs10824295"", ""rs7907681"", ""rs12411393"", ""rs1735601"", ""rs9808023"", ""rs35380455"", ""rs77174182"", ""rs10762671"", ""rs148482664"", ""rs72622605"", ""rs4353693"", ""rs78499382"", ""rs6728202"", ""rs2395139"", ""rs10182682"", ""rs1729578"", ""rs2472162"", ""rs80138699"", ""rs1208730"", ""rs6705460"", ""rs1196903"", ""rs10762660"", ""rs1148288""]",NaN,NaN,Solute Carrier Family 25 Member 20,Protein,Direct,4.1,70.3
SKLM,FST,trans,NaN,0.0018653328839908227,0.0018653328839908227,NaN,0.010917141425261652,0.010917141425261652,5,53480626,53487134,NaN,0.002055223405277448,0.002055223405277448,NaN,-3.110875940303029,-3.110875940303029,0,19,0,String[],"[""rs7104230"", ""rs7926992"", ""rs13062056"", ""rs34200660"", ""rs71624950"", ""rs73022265"", ""rs11030032"", ""rs7948420"", ""rs12796247"", ""rs3801828"", ""rs1038099"", ""rs12668948"", ""rs1675584"", ""rs79818011"", ""rs2023821"", ""rs212842"", ""rs3823932"", ""rs855349"", ""rs1208721""]",NaN,NaN,Follistatin,Protein,Direct,3.23,66.6
SKLM,DVL3,trans,NaN,0.0025879853335095695,0.0025879853335095695,NaN,0.014330281094919508,0.014330281094919508,3,184155377,184173614,NaN,0.012374340096594485,0.012374340096594485,NaN,3.0128597005851145,3.0128597005851145,0,14,0,String[],"[""rs5017686"", ""rs10200376"", ""rs16872556"", ""rs1840340"", ""rs6757878"", ""rs79286120"", ""rs11687792"", ""rs17238568"", ""rs1598180"", ""rs16872555"", ""rs4369907"", ""rs13018194"", ""rs59171406"", ""rs10203394""]",NaN,NaN,Dishevelled Segment Polarity Protein 3,Protein,Indirect,2.09,72.1
SKLM,TRPM7,trans,NaN,0.0009095015886418742,0.0009095015886418742,NaN,0.005915619918535365,0.005915619918535365,15,50552473,50686797,NaN,0.0012104913183351369,0.0012104913183351369,NaN,3.3171211821096938,3.3171211821096938,0,24,0,String[],"[""rs1934208"", ""rs3778977"", ""rs3778994"", ""rs59233926"", ""rs6943446"", ""rs7466114"", ""rs10906391"", ""rs878534"", ""rs34196856"", ""rs34417375"", ""rs619525"", ""rs62051815"", ""rs72792838"", ""rs4956372"", ""rs1330182"", ""rs11075753"", ""rs17533135"", ""rs7922720"", ""rs10000576"", ""rs1006985"", ""rs4693833"", ""rs10989322"", ""rs34219261"", ""rs10906374""]",NaN,NaN,Transient Receptor Potential Cation Channel Subfamily M Member 7,Protein,Direct,3.83,63.2
SKLM,TDG,trans,NaN,0.00038596931813603597,0.00038596931813603597,NaN,0.0028249484700428517,0.0028249484700428517,12,103965822,103988874,NaN,0.0024235023778238574,0.0024235023778238574,NaN,-3.5494960075443087,-3.5494960075443087,0,11,0,String[],"[""rs8040236"", ""rs11818890"", ""rs4674"", ""rs10427315"", ""rs41302685"", ""rs4932164"", ""rs35598427"", ""rs8029989"", ""rs7856501"", ""rs10999242"", ""rs3816037""]",NaN,NaN,Thymine DNA Glycosylase,Protein,Indirect,2.24,20.0
SKLM,ZNF101,trans,NaN,0.00017386719003234633,0.00017386719003234633,NaN,0.0014098663975534145,0.0014098663975534145,19,19668796,19683509,NaN,0.0013547377419245244,0.0013547377419245244,NaN,3.7542414738524776,3.7542414738524776,0,16,0,String[],"[""rs1543324"", ""rs12753665"", ""rs2168522"", ""rs6448415"", ""rs16877748"", ""rs62083914"", ""rs78275062"", ""rs2309291"", ""rs16877767"", ""rs12185462"", ""rs1013710"", ""rs4344974"", ""rs7243868"", ""rs6124315"", ""rs6852050"", ""rs936234""]",NaN,NaN,Zinc Finger Protein 101,Protein,Direct,3.28,40.8
SKLM,CXCL16,trans,NaN,3.1535136429316326e-14,3.1535136429316326e-14,NaN,1.2412077262874113e-12,1.2412077262874113e-12,17,4733533,4739928,NaN,0.0016426579877780643,0.0016426579877780643,NaN,7.591857646674118,7.591857646674118,0,29,0,String[],"[""rs3801843"", ""rs73065517"", ""rs56160734"", ""rs56161269"", ""rs13426823"", ""rs73065504"", ""rs2391360"", ""rs3801844"", ""rs7573529"", ""rs12105811"", ""rs10242572"", ""rs2465277"", ""rs10272303"", ""rs10256561"", ""rs4482462"", ""rs28733208"", ""rs4722644"", ""rs12104442"", ""rs59743803"", ""rs10250223"", ""rs10203550"", ""rs7585993"", ""rs7571899"", ""rs7806065"", ""rs3801807"", ""rs3823934"", ""rs2041766"", ""rs73067479"", ""rs719125""]",NaN,NaN,C-X-C Motif Chemokine Ligand 16,Protein,Direct,5.48,23.2
SKLM,RASA3,trans,NaN,4.505537995202545e-5,4.505537995202545e-5,NaN,0.00041807798434115924,0.00041807798434115924,13,113977783,114132623,NaN,0.002899369984584925,0.002899369984584925,NaN,4.079898446082234,4.079898446082234,0,11,0,String[],"[""rs9972882"", ""rs3794712"", ""rs6774933"", ""rs7216086"", ""rs10888415"", ""rs11658219"", ""rs3764353"", ""rs12756408"", ""rs35335692"", ""rs35753271"", ""rs34397657""]",NaN,NaN,RAS P21 Protein Activator 3,Protein,Indirect,2.65,72.9
SKLM,ETFB,trans,NaN,0.0005012670119828654,0.0005012670119828654,NaN,0.003535737212838533,0.003535737212838533,19,51345169,51366388,NaN,0.0013133108658854354,0.0013133108658854354,NaN,3.480078432879434,3.480078432879434,0,24,0,String[],"[""rs66580310"", ""rs248227"", ""rs78689645"", ""rs67753547"", ""rs58757229"", ""rs26323"", ""rs11079838"", ""rs929105"", ""rs11241378"", ""rs1421845"", ""rs17139604"", ""rs1859048"", ""rs8067074"", ""rs17139607"", ""rs2066725"", ""rs12522475"", ""rs3776944"", ""rs1990878"", ""rs9327001"", ""rs17139687"", ""rs72836545"", ""rs17742929"", ""rs7701051"", ""rs78735520""]",NaN,NaN,Electron Transfer Flavoprotein Subunit Beta,Protein,Direct,2.79,26.8
SKLM,IQGAP2,trans,NaN,0.00019895286269394454,0.00019895286269394454,NaN,0.0015799905183686278,0.0015799905183686278,5,76403285,76708132,NaN,0.0012510846213794567,0.0012510846213794567,NaN,-3.720342400443825,-3.720342400443825,0,10,0,String[],"[""rs238245"", ""rs2005724"", ""rs238224"", ""rs6727023"", ""rs12468189"", ""rs452825"", ""rs13062056"", ""rs655029"", ""rs238229"", ""rs35688913""]",NaN,NaN,IQ Motif Containing GTPase Activating Protein 2,Protein,Indirect,2.03,43.9
SKLM,NRP2,trans,NaN,9.54869136604319e-6,9.54869136604319e-6,NaN,0.00010630998530226114,0.00010630998530226114,2,205681990,205798133,NaN,0.001103005474256089,0.001103005474256089,NaN,4.4271486879639355,4.4271486879639355,0,22,0,String[],"[""rs131718"", ""rs1718850"", ""rs17060681"", ""rs1484162"", ""rs17060689"", ""rs131760"", ""rs6998692"", ""rs131720"", ""rs2223331"", ""rs1074274"", ""rs9425360"", ""rs131724"", ""rs6151415"", ""rs2383529"", ""rs17060685"", ""rs900778"", ""rs133346"", ""rs967750"", ""rs9425655"", ""rs6557712"", ""rs2077478"", ""rs1809499""]",NaN,NaN,Neuropilin 2,Protein,Indirect,2.22,62.5
SKLM,VCAM1,trans,NaN,1.1452136017546338e-9,1.1452136017546338e-9,NaN,2.5117580477541028e-8,2.5117580477541028e-8,1,100719742,100739045,NaN,0.0016012127299574878,0.0016012127299574878,NaN,-6.087731998106447,-6.087731998106447,0,49,0,String[],"[""rs12561931"", ""rs9535244"", ""rs1461025"", ""rs4468500"", ""rs7226760"", ""rs11211400"", ""rs2144708"", ""rs11585982"", ""rs2412324"", ""rs9333016"", ""rs13344547"", ""rs12027531"", ""rs145942255"", ""rs863915"", ""rs7418744"", ""rs9909780"", ""rs4942854"", ""rs9568285"", ""rs76442146"", ""rs11211413"", ""rs1570813"", ""rs28438640"", ""rs7330512"", ""rs57592568"", ""rs971362"", ""rs3969"", ""rs9316449"", ""rs67227133"", ""rs12429883"", ""rs9535249"", ""rs11586724"", ""rs2055938"", ""rs12041743"", ""rs1885683"", ""rs12669470"", ""rs9591259"", ""rs884564"", ""rs9316453"", ""rs1998780"", ""rs61827860"", ""rs56000420"", ""rs4794148"", ""rs16976956"", ""rs8092247"", ""rs9535270"", ""rs2407692"", ""rs147840803"", ""rs3106366"", ""rs1847228""]",NaN,NaN,Vascular Cell Adhesion Molecule 1,Protein,Direct,15.48,53.5
SKLM,EPAS1,trans,NaN,0.0002563039767939658,0.0002563039767939658,NaN,0.001968825595325346,0.001968825595325346,2,46293667,46386697,NaN,0.0031311062942703375,0.0031311062942703375,NaN,-3.655877256436208,-3.655877256436208,0,69,0,String[],"[""rs9607868"", ""rs6691199"", ""rs2107369"", ""rs11196449"", ""rs12416109"", ""rs2814984"", ""rs12668156"", ""rs35881344"", ""rs6695095"", ""rs11030073"", ""rs2814985"", ""rs60917185"", ""rs117573664"", ""rs2240877"", ""rs111820418"", ""rs115952269"", ""rs4283211"", ""rs3766209"", ""rs2307418"", ""rs12443387"", ""rs61769642"", ""rs11766575"", ""rs12439178"", ""rs78029163"", ""rs4820451"", ""rs11211376"", ""rs3814231"", ""rs2286742"", ""rs10775306"", ""rs9302687"", ""rs56089342"", ""rs9879835"", ""rs9923003"", ""rs10885478"", ""rs56047901"", ""rs28563117"", ""rs9725457"", ""rs5751182"", ""rs6658037"", ""rs12569537"", ""rs481660"", ""rs834575"", ""rs60626033"", ""rs268574"", ""rs112192397"", ""rs1886699"", ""rs2814989"", ""rs28817600"", ""rs11773643"", ""rs1029403"", ""rs11135741"", ""rs13061543"", ""rs7204054"", ""rs72641342"", ""rs73591955"", ""rs73599521"", ""rs3813628"", ""rs7195605"", ""rs4472708"", ""rs12773054"", ""rs1952049"", ""rs3127117"", ""rs6685253"", ""rs12934764"", ""rs36018387"", ""rs78794914"", ""rs5996108"", ""rs4681868"", ""rs2814988""]",NaN,NaN,Endothelial PAS Domain Protein 1,Protein,Direct,2.64,56.2
SKLM,RALGDS,trans,NaN,0.0010316644643352274,0.0010316644643352274,NaN,0.006604680413444395,0.006604680413444395,9,133097720,133149334,NaN,0.0043817813995019475,0.0043817813995019475,NaN,3.281746120845361,3.281746120845361,0,29,0,String[],"[""rs4823334"", ""rs2723091"", ""rs1055903"", ""rs113878408"", ""rs771156"", ""rs72760363"", ""rs552003"", ""rs10430936"", ""rs131172"", ""rs7586943"", ""rs10180893"", ""rs10186440"", ""rs12617051"", ""rs11671256"", ""rs12998043"", ""rs4353693"", ""rs12712849"", ""rs11126029"", ""rs73590591"", ""rs4508645"", ""rs1044218"", ""rs7252243"", ""rs5765732"", ""rs8134200"", ""rs7578541"", ""rs77127536"", ""rs131171"", ""rs1420185"", ""rs113906156""]",NaN,NaN,Ral Guanine Nucleotide Dissociation Stimulator,Protein,Indirect,2.57,52.2
SKLM,RAVER1,trans,NaN,5.413729164451209e-5,5.413729164451209e-5,NaN,0.0004901324777934005,0.0004901324777934005,19,10316212,10333638,NaN,0.0012220721990110189,0.0012220721990110189,NaN,-4.0370077043191435,-4.0370077043191435,0,22,0,String[],"[""rs7163234"", ""rs1553985"", ""rs72748838"", ""rs73300709"", ""rs4265629"", ""rs2330921"", ""rs12099937"", ""rs11168601"", ""rs80154177"", ""rs28707680"", ""rs28379955"", ""rs111364195"", ""rs17123106"", ""rs72748836"", ""rs7973559"", ""rs17123108"", ""rs17123105"", ""rs7180452"", ""rs112435219"", ""rs4237858"", ""rs2634670"", ""rs2731097""]",NaN,NaN,"Ribonucleoprotein, PTB Binding 1",Protein,Indirect,2.26,52.3
SKLM,CYLD,trans,NaN,1.507437156697232e-7,1.507437156697232e-7,NaN,2.3862565343197494e-6,2.3862565343197494e-6,16,50742050,50801935,NaN,0.0028594823761444515,0.0028594823761444515,NaN,-5.251648758476715,-5.251648758476715,0,32,0,String[],"[""rs3792007"", ""rs1042544"", ""rs9277552"", ""rs6914651"", ""rs9277517"", ""rs4746272"", ""rs10824290"", ""rs9277535"", ""rs34291477"", ""rs10824279"", ""rs34721543"", ""rs9277551"", ""rs9277537"", ""rs9277534"", ""rs3130188"", ""rs10445947"", ""rs7905806"", ""rs7604564"", ""rs9277426"", ""rs931"", ""rs9277549"", ""rs9277498"", ""rs9277518"", ""rs3091284"", ""rs10751521"", ""rs9277550"", ""rs9277536"", ""rs35709279"", ""rs59278436"", ""rs73298249"", ""rs2991196"", ""rs3128970""]",NaN,NaN,CYLD Lysine 63 Deubiquitinase,Protein,Indirect,3.65,88.3
SKLM,LDB3,trans,NaN,0.0007419767339238799,0.0007419767339238799,NaN,0.004952086521291141,0.004952086521291141,10,86668507,86736072,NaN,0.003727233271092329,0.003727233271092329,NaN,-3.3735792921746857,-3.3735792921746857,0,12,0,String[],"[""rs11976060"", ""rs17876092"", ""rs9388573"", ""rs112398420"", ""rs9398846"", ""rs113050400"", ""rs35686517"", ""rs10817204"", ""rs113434697"", ""rs6919803"", ""rs9401956"", ""rs9401957""]",NaN,NaN,LIM Domain Binding 3,Protein,Direct,21.66,16.9
SKLM,ITGA10,trans,NaN,0.002119651098986041,0.002119651098986041,NaN,0.012138380007731929,0.012138380007731929,1,145891208,145910111,NaN,0.0017416229503783188,0.0017416229503783188,NaN,-3.0729343550307258,-3.0729343550307258,0,1,0,String[],"[""rs6750127""]",NaN,NaN,Integrin Subunit Alpha 10,Protein,Indirect,2.21,27.2
SKLM,TEAD4,trans,NaN,5.481789929430893e-5,5.481789929430893e-5,NaN,0.0004942336276859908,0.0004942336276859908,12,2959330,3040676,NaN,0.008845951068813706,0.008845951068813706,NaN,4.034074611208951,4.034074611208951,0,15,0,String[],"[""rs6809913"", ""rs76595854"", ""rs8062766"", ""rs3773480"", ""rs28730330"", ""rs9400035"", ""rs4278749"", ""rs12149500"", ""rs13200233"", ""rs6790230"", ""rs74629553"", ""rs12149763"", ""rs9400036"", ""rs17465651"", ""rs12214412""]",NaN,NaN,TEA Domain Transcription Factor 4,Protein,Direct,2.74,51.9
SKLM,PROCR,trans,NaN,0.0018813976099100842,0.0018813976099100842,NaN,0.010976644900093407,0.010976644900093407,20,35172072,35216240,NaN,0.00632719389545582,0.00632719389545582,NaN,3.1083427113201827,3.1083427113201827,0,46,0,String[],"[""rs4678961"", ""rs9681525"", ""rs72862692"", ""rs2002879"", ""rs10269699"", ""rs17161763"", ""rs6950946"", ""rs34869216"", ""rs4678921"", ""rs62239460"", ""rs6965559"", ""rs837400"", ""rs4660975"", ""rs1686174"", ""rs6772967"", ""rs11129761"", ""rs11710807"", ""rs7424376"", ""rs10281173"", ""rs11719885"", ""rs6773378"", ""rs17161762"", ""rs12401657"", ""rs4678564"", ""rs6948703"", ""rs7219014"", ""rs11720073"", ""rs73502740"", ""rs73502717"", ""rs35112839"", ""rs4647277"", ""rs2110194"", ""rs9655610"", ""rs11715164"", ""rs8183757"", ""rs11981790"", ""rs12747495"", ""rs55722796"", ""rs6550475"", ""rs11583670"", ""rs2286939"", ""rs7597522"", ""rs6790527"", ""rs4678920"", ""rs10890459"", ""rs2761569""]",NaN,NaN,Protein C Receptor,Protein,Direct,5.84,32.0
SKLM,NPC2,trans,NaN,2.8197157677400514e-9,2.8197157677400514e-9,NaN,5.840263437538536e-8,5.840263437538536e-8,14,74476192,74494177,NaN,0.0011928493201427493,0.0011928493201427493,NaN,-5.941763764466938,-5.941763764466938,0,8,0,String[],"[""rs77368305"", ""rs2744938"", ""rs2814943"", ""rs10835189"", ""rs11030045"", ""rs9461684"", ""rs1042145"", ""rs28362343""]",NaN,NaN,NPC Intracellular Cholesterol Transporter 2,Protein,Indirect,3.01,63.5
SKLM,UNC45B,trans,NaN,8.060445146014694e-16,8.060445146014694e-16,NaN,3.658936563145625e-14,3.658936563145625e-14,17,35147817,35189345,NaN,0.0027114533459559613,0.0027114533459559613,NaN,8.0532796454725,8.0532796454725,0,4,0,String[],"[""rs56291815"", ""rs61810851"", ""rs17465651"", ""rs28730330""]",NaN,NaN,Unc-45 Myosin Chaperone B,Protein,Direct,3.52,13.5
SKLM,CACNA2D1,trans,NaN,1.2527879077891557e-5,1.2527879077891557e-5,NaN,0.00013466436355344158,0.00013466436355344158,7,81946444,82443777,NaN,0.00506576178863929,0.00506576178863929,NaN,-4.368192950294859,-4.368192950294859,0,23,0,String[],"[""rs116766359"", ""rs9594368"", ""rs77172960"", ""rs8118101"", ""rs1800616"", ""rs9501161"", ""rs12799686"", ""rs34289118"", ""rs637028"", ""rs11587521"", ""rs3749936"", ""rs11824294"", ""rs10485609"", ""rs2075677"", ""rs12786008"", ""rs12798393"", ""rs11583306"", ""rs35465898"", ""rs56186807"", ""rs11589896"", ""rs951225"", ""rs112362769"", ""rs34260000""]",NaN,NaN,Calcium Voltage-Gated Channel Auxiliary Subunit Alpha2delta 1,Protein,Direct,16.98,71.5
